PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984821"",""Kinesin-12 is a dimer"")",No,-,-,p130Cas linkage to MAPK signaling for integrins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372697"",""Crk binding to p130cas"")",Yes,"[6, 15, 17, 24, 26]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392831"",""Calcium and Diacylglycerol activate CalDAG-GEFs (RasGRPs)"")",
Hemostasis,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9650473"",""SERPING1 is secreted"")",Yes,9,2,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9015379"",""Factor IIa inhibitors (compounds) binds IIa"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-939265"",""Activation of Rap1 by membrane-associated GEFs"")",
Hemostasis,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-994038"",""IRF2 binds the promoters of Interferon alpha and beta"")",Yes,10,1,Common Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607058"",""Activated protein C:PROCR binds F2R"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354060"",""Translocation of RIAM to plasma membrane"")",
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984606"",""Kinesin-5 is a homotetramer"")",No,-,-,Common Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5591040"",""Activated protein C cleaves Factor Va intermediate form for Factor Va"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354097"",""Activation of Talin"")",
Hemostasis,ROS and RNS production in phagocytes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418436"",""Nitric Oxide Synthase (NOS) produces Nitric Oxide (NO)"")",Yes,11,3,Disinhibition of SNARE formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114683"",""Phosphorylation of Platelet Sec-1"")",Yes,"[14, 15, 17, 24]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354077"",""Integrin alphaIIb beta3 activation"")",
Hemostasis,Platelet sensitization by LDL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432121"",""LDL binds to LRP8"")",Yes,12,1,Common Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607002"",""Activated protein C cleaves factor VIIIa"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354149"",""Interaction of integrin alphaIIb beta3 with Fibrinogen"")",
Hemostasis,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-879459"",""F-actin capping protein is a heterodimer"")",Yes,13,1,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-442314"",""VAV3 is a GEF for Rho/Rac family kinases"")",Yes,"[15, 24]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-377641"",""Clustering of Integrin alphaIIb beta3 complexes"")",
Hemostasis,Platelet homeostasis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419490"",""Binding of ATP to P2X receptors"")",Yes,14,2,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158399"",""kallikrein binds SERPING1"")",Yes,"[9, 26]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-377644"",""Release of CSK from SRC"")",
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984609"",""Kinesin-8 is a dimer"")",No,-,-,Dissolution of Fibrin Clot,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158893"",""alpha-2-antiplasmin + plasmin -> alpha-2-antiplasmin:plasmin"")",Yes,"[2, 3, 4, 16, 18, 21, 23, 26]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-377643"",""Dephosphorylation of inactive SRC by PTPB1"")",
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984671"",""Chromokinesins form dimers"")",No,-,-,Tie2 Signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204813"",""Interaction of Tie2 and Grb14"")",Yes,[7],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-377640"",""Autophosphorylation of SRC"")",
Hemostasis,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5684169"",""G6B binds PTPN6,PTPN11"")",Yes,15,14,GP1b-IX-V activation signalling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-430096"",""GP1b-IX-V binds filamin"")",Yes,[26],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354066"",""Translocation of PTK2 to Focal complexes"")",
Hemostasis,Extrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-140761"",""sequestered tissue factor -> tissue factor"")",Yes,16,18,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202706"",""Integrin alpha4beta1 binds JAM2:JAM3"")",Yes,"[19, 28]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354073"",""Autophosphorylation of PTK2 at Y397"")",
Hemostasis,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5684836"",""CLEC1B dimer binds PDPN"")",Yes,17,8,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-994169"",""F-actin capping protein binds to the barbed end of elongating F-actin"")",Yes,[13],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354124"",""Phosphorylation of pPTK2 by SRC"")",
Hemostasis,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9661625"",""FVIII is secreted"")",Yes,18,18,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158340"",""kallikrein + alpha2-macroglobulin -> kallikrein:alpha2-macrogloulin"")",Yes,[26],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372705"",""Recruitment of BCAR1 to PTK2 complex"")",
Hemostasis,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9679740"",""ITGA4:ITGB1 binds natalizumab"")",Yes,19,1,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202702"",""CD177 binds PECAM-1"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372693"",""Phosphorylation of BCAR1 by SRC-PTK2 complex"")",
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984733"",""Kinesin-3 is a dimer"")",No,-,-,ADP signalling through P2Y purinoceptor 1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428961"",""Phosphorylation of cPLA2 by MAPK p38 alpha"")",Yes,"[3, 4, 12, 16, 18, 21, 23, 26]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372697"",""Crk binding to p130cas"")",
Hemostasis,Platelet degranulation ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-482775"",""Release of (inferred) platelet cytosolic components"")",Yes,20,1,Dissolution of Fibrin Clot,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158766"",""fibrin multimer, crosslinked -> fibrin digestion products (plasmin)"")",Yes,"[2, 3, 4, 16, 18, 21, 23, 26]",8,,
Hemostasis,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158145"",""factor XI + platelet glycoprotein (GP) Ib:IX:V complex -> factor XI:platelet glycoprotein (GP) Ib:IX:V complex"")",Yes,21,18,cGMP effects,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418549"",""PKG1 phosphorylates BK channels"")",Yes,[11],1,,
Hemostasis,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434700"",""STIM1 activation of CRAC"")",Yes,22,1,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9603302"",""Factor IIa inhibitors (peptide) binds IIa"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,Common Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9015111"",""Factor Xa inhibitors binds Xa"")",Yes,23,18,Common Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578883"",""Heparin cofactor 2 (SERPIND1) binds activated thrombin (factor IIa)"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-990489"",""Kinesin-13 is a dimer"")",No,-,-,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-994106"",""HP1 alpha binds Histone H3K9(me)3"")",No,-,-,,
Hemostasis,Platelet Adhesion to exposed collagen,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210282"",""Interaction of GPVI and FceRI gamma"")",Yes,24,14,PECAM1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210290"",""Interaction of PECAM-1 and SHIP"")",Yes,[6],1,,
Hemostasis,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1008240"",""NFE2 is a heterodimer"")",Yes,25,1,Platelet Aggregation (Plug Formation),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429529"",""Thrombin binding to GP1b:IX:V"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,Platelet degranulation ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-481007"",""Exocytosis of platelet alpha granule contents"")",Yes,26,29,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1011600"",""Rabenosyn-5 connects  Rab5 to VPS-45"")",Yes,[1],1,,
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-990478"",""Kinesin-14 is a dimer"")",No,-,-,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670014"",""Factor VIIIa dissociates "")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-983285"",""RAD51B binds RAD51C"")",Yes,27,1,GP1b-IX-V activation signalling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443439"",""c-Src binds Raf1"")",Yes,[26],1,,
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984689"",""Kinesin-7 is a dimer"")",No,-,-,Intrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158357"",""factor XIIa binds SERPING1"")",Yes,"[9, 26]",2,,
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-984648"",""Kinesin-6 and RACGAP1 form the heterotetrameric complex centralspindlin"")",No,-,-,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202710"",""MERTK receptor binds ligands (Gas6 or Protein S)"")",Yes,[26],1,,
Hemostasis,Kinesins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-983194"",""Kinesin-1 is a heterotetramer"")",No,-,-,GRB2:SOS provides linkage to MAPK signaling for Integrins ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-354165"",""Interaction of SOS with GRB2 bound to FADK1"")",Yes,"[6, 15, 17, 24, 26]",5,,
Hemostasis,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202721"",""JAM2 binds JAM3"")",Yes,28,1,Common Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5591086"",""SERPINA5 binds activated protein C"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202717"",""Heterodimerization of CEACAMs"")",Yes,29,1,Platelet sensitization by LDL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432143"",""PECAM-1 binds PP2A"")",Yes,[6],1,,
Hemostasis,,,,,-,Effects of PIP2 hydrolysis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-425861"",""Activation of Protein Kinase C novel isoforms"")",Yes,"[15, 17, 24]",3,,
Hemostasis,,,,,-,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-442273"",""VAV1 is a GEF for Rho/Rac family GTPases"")",Yes,"[15, 24]",2,,
Hemostasis,,,,,-,PECAM1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210277"",""Interaction of PECAM-1 and SHP-1"")",Yes,[6],1,,
Hemostasis,,,,,-,Extrinsic Pathway of Fibrin Clot Formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-140825"",""TFPI + TF:F7a + factor Xa -> TFPI:TF:F7a:factor Xa"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,,,,,-,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434836"",""Syk/Lck phosphorylate LAT"")",Yes,"[15, 24]",2,,
Hemostasis,,,,,-,Basigin interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204485"",""Basigin binds CyPA"")",Yes,[20],1,,
Hemostasis,,,,,-,Tie2 Signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204798"",""Interaction of Tie2 and p85 of PI3K"")",Yes,[7],1,,
Hemostasis,,,,,-,Tie2 Signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204873"",""Interaction of Tie2 and Shp2"")",Yes,[7],1,,
Hemostasis,,,,,-,Tie2 Signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210977"",""Sos-mediated nucleotide exchange of Ras (Tie2 receptor:Grb2:Sos)"")",Yes,[7],1,,
Hemostasis,,,,,-,Thrombin signalling through proteinase activated receptors (PARs),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418163"",""Activated Src activates ERK"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,,,,,-,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-430158"",""p-SLP-76 binds VAV"")",Yes,"[15, 24]",2,,
Hemostasis,,,,,-,Effects of PIP2 hydrolysis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-426240"",""DAG kinase produces phosphatidic acid from DAG"")",Yes,"[15, 17, 24]",3,,
Hemostasis,,,,,-,PECAM1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210304"",""Interaction of integrin alphaVbeta3 with PECAM1"")",Yes,[6],1,,
Hemostasis,,,,,-,PECAM1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210283"",""Interaction of PECAM-1 and PLC gamma1"")",Yes,[6],1,,
Hemostasis,,,,,-,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434798"",""CRAC translocates calcium from the extracellular region to the cytosol"")",Yes,[22],1,,
Hemostasis,,,,,-,GPVI-mediated activation cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-442291"",""VAV2 is a GEF for Rho/Rac family kinases"")",Yes,"[15, 24]",2,,
Hemostasis,,,,,-,Tie2 Signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204773"",""Interaction of Tie2 and Grb7"")",Yes,[7],1,,
Hemostasis,,,,,-,Factors involved in megakaryocyte development and platelet production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-983218"",""RAD51B:RAD51C binds single-stranded DNA"")",Yes,[27],1,,
Hemostasis,,,,,-,Tie2 Signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204861"",""Interaction of Tie2 and Shc1"")",Yes,[7],1,,
Hemostasis,,,,,-,Integrin signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429441"",""SYK activation by SRC"")",Yes,"[6, 15, 17, 24, 26]",5,,
Hemostasis,,,,,-,PECAM1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210294"",""Interaction of PECAM-1 and SHP-2"")",Yes,[6],1,,
Hemostasis,,,,,-,GP1b-IX-V activation signalling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443831"",""14-3-3-zeta binds Raf1"")",Yes,[26],1,,
Hemostasis,,,,,-,Dissolution of Fibrin Clot,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-159001"",""urokinase plasminogen activator (two-chain):uPAR + plasminogen activator inhibitor 2 (PAI-2) -> PAI-2:urokinase plasminogen activator (two-chain):uPAR"")",Yes,"[2, 3, 4, 16, 18, 21, 23, 26]",8,,
Hemostasis,,,,,-,Dissolution of Fibrin Clot,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-159005"",""urokinase plasminogen activator (two-chain):uPAR + plasminogen activator inhibitor 1 (PAI-1) -> PAI-1:urokinase plasminogen activator (two-chain):uPAR"")",Yes,"[2, 3, 4, 16, 18, 21, 23, 26]",8,,
Hemostasis,,,,,-,Dissolution of Fibrin Clot,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158795"",""fibrin multimer, crosslinked:tissue plasminogen activator (one-chain) + plasminogen activator inhibitor 1 -> fibrin multimer, crosslinked:tissue plasminogen activator (one-chain):plasminogen activator inhibitor 1"")",Yes,"[3, 4, 16, 18, 21, 23, 26]",7,,
Hemostasis,,,,,-,Dissolution of Fibrin Clot,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158800"",""fibrin multimer, crosslinked:tissue plasminogen activator (two-chain) + plasminogen activator inhibitor 1 -> fibrin multimer, crosslinked:tissue plasminogen activator (two-chain):plasminogen activator inhibitor 1"")",Yes,"[2, 3, 4, 16, 18, 21, 23, 26]",8,,
Hemostasis,,,,,-,Cell surface interactions at the vascular wall,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202723"",""Integrin alpha5beta1 binds FN1 dimer"")",Yes,[29],1,,
