First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,SBGN_Status,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,Cyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210430"",""Release of L-Glutamate at the synapse"")",210430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210444"",""L-Glutamate loading of synaptic vesicle"")",210444,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,Glutamate loaded synaptic vesicle [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264615"",""Loading of acetylcholine in synaptic vesicles"")",264615,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,Acetylcholine Loaded Synaptic Vesicle [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"Wen, H",Same,Docked acetylcholine loaded Synaptic Vesicle [plasma membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917744"",""GABA loaded synaptic vesicle Docking and Priming"")",917744,"Mahajan, SS",Different,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917744"",""GABA loaded synaptic vesicle Docking and Priming"")",917744,"Mahajan, SS",Different,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372529"",""Release of acetylcholine at the synapse"")",372529,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917744"",""GABA loaded synaptic vesicle Docking and Priming"")",917744,"Mahajan, SS",Different,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917744"",""GABA loaded synaptic vesicle Docking and Priming"")",917744,"Mahajan, SS",Different,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210426"",""Glutamate synaptic vesicle docking and priming"")",210426,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374899"",""Release of noradrenaline  at the synapse"")",374899,"Mahajan, SS",Same,Docked Noradrenalin loaded synaptic vesicle [plasma membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380574"",""Dopamine synaptic vesicle docking and priming"")",380574,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"Mahajan, SS",Same,Docked dopamine loaded synaptic vesicle [plasma membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917744"",""GABA loaded synaptic vesicle Docking and Priming"")",917744,"Mahajan, SS",Different,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917744"",""GABA loaded synaptic vesicle Docking and Priming"")",917744,"Mahajan, SS",Different,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374922"",""Noradrenalin synaptic vesicle docking and priming"")",374922,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372505"",""Acetylcholine synaptic vesicle docking and priming"")",372505,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,STXBP1-1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,CPLX1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380869"",""Release of docked dopamine loaded synaptic vesicle"")",380869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380905"",""Serotonin loaded synaptic vesicle docking and priming"")",380905,"Mahajan, SS",Same,RIMS1:UNC13B:BZRAP1:Alpha-liprin [plasma membrane],Complex,Input,False,OR,0,False
